Entity,Relation,Action,Value
astronomical_clock,generalizations,nwallitem,wallitem
astronomical_clock,generalizations,nbedroomitem,bedroomitem
bottle_cooler,generalizations,ykitchenitem,kitchenitem
percussion,generalizations,nmusicinstrument,musicinstrument
yellowjacket,generalizations,yarthropod,arthropod
contemporary_glass_coffee_tables,generalizations,yfurniture,furniture
united_kingdom___motherwell_cactus_comicon,generalizations,nconvention,convention
caribbean_island,generalizations,yisland,island
rockcastle_hospital,generalizations,yhospital,hospital
laptop,generalizations,yitem,item
pound_service,generalizations,ncurrency,currency
romaine,generalizations,nfood,food
human_frontal_cortex,generalizations,ybraintissue,braintissue
recipes_oil,generalizations,nrecipe,recipe
god_s_bible_school_and_college,generalizations,nuniversity,university
jumping,generalizations,yphysicalaction,physicalaction
flame_thrower,generalizations,yweapon,weapon
colt_45,generalizations,yweapon,weapon
colt_45,generalizations,yweapon,weapon
synergistic_blend,generalizations,nwine,wine
synergistic_blend,generalizations,nwine,wine
hilton_dublin_airport,generalizations,yhotel,hotel
dutch_guilder,generalizations,ycurrency,currency
pencil_sharpeners,generalizations,yofficeitem,officeitem
hamster,generalizations,yeverypromotedthing,everypromotedthing
beef___steak___rib_eye,generalizations,yfood,food
u_s__open,generalizations,yawardtrophytournament,awardtrophytournament
n1966_fifa_world_cup,generalizations,ysportsevent,sportsevent
intense_wind,generalizations,yweatherphenomenon,weatherphenomenon
fly_agaric,generalizations,yfungus,fungus
mycelium,generalizations,yfungus,fungus
sawi,generalizations,yvegetable,vegetable
zhong_zhiwen,generalizations,ypersonasia,personasia
martha_stewart,generalizations,yfemale,female
martin_acoustic_guitar,generalizations,ymusicinstrument,musicinstrument
ronnie_l__coleman,generalizations,yperson,person
dufferin_grove_park,generalizations,yshoppingmall,shoppingmall
jml_care_center,generalizations,yhospital,hospital
paper_card,generalizations,yofficeitem,officeitem
olympic_games,generalizations,yolympics,olympics
capitol_peak,generalizations,ymountain,mountain
tremendous_winds,generalizations,yweatherphenomenon,weatherphenomenon
gladiator_stadium,generalizations,ystadiumoreventvenue,stadiumoreventvenue
summer_flounder,generalizations,yvertebrate,vertebrate
theseed,generalizations,nfruit,fruit
theseed,generalizations,nfruit,fruit
bell_laboratories,generalizations,ycompany,company
baltimore_colts,generalizations,ysportsteam,sportsteam
jk_rowlings,generalizations,ywriter,writer
jk_rowlings,generalizations,ypersoneurope,personeurope
gp_1_maja,generalizations,yrace,race
imipramine_tablet,generalizations,ydrug,drug
maharashtra_state,generalizations,ystateorprovince,stateorprovince
recipe_people,generalizations,nrecipe,recipe
joan_gerber,generalizations,ncelebrity,celebrity
september_14___15,generalizations,ydate,date
escape_magazine,generalizations,ycompany,company
bench_seats,generalizations,nfurniture,furniture
bench_seats,generalizations,yfurniture,furniture
ground_sloth,generalizations,nmammal,mammal
ground_sloth,generalizations,ymammal,mammal
addidas_golf_shoes_clarks_discount_shoes,generalizations,yclothing,clothing
watermelon_juice,generalizations,ybeverage,beverage
vena_dorsalis_clitoridis_profunda,generalizations,nvein,vein
tea_leaf,generalizations,yagriculturalproduct,agriculturalproduct
narrow_headed_soft_shelled_turtle,generalizations,yamphibian,amphibian
herman_e__daly,generalizations,ymlauthor,mlauthor
sneaks,generalizations,nclothing,clothing
ohio_university_chillicothe,generalizations,nsportsteam,sportsteam
mousedeers,generalizations,nmammal,mammal
valdivia_black_dragon_fish,generalizations,yfish,fish
middlesex__borough_police_department,generalizations,ygovernmentorganization,governmentorganization
tomatoes_stuffed_potatoes_cheese,generalizations,nvegetable,vegetable
kurs,generalizations,ytelevisionstation,televisionstation
st__joseph_valley_parkway,generalizations,yhighway,highway
orca_whales,generalizations,yanimal,animal
anti_perspirant,generalizations,ypersonalcareitem,personalcareitem
timewe,generalizations,ypoliticsblog,politicsblog
trade_books,generalizations,ymediatype,mediatype
experience,generalizations,yeventoutcome,eventoutcome
museum_massing,generalizations,nmuseum,museum
quake_2,generalizations,yvideogame,videogame
wapanese,generalizations,nethnicgroup,ethnicgroup
kevin_powell,generalizations,npoliticianus,politicianus
free_access,generalizations,neventoutcome,eventoutcome
periplasmic_binding_protein,generalizations,yprotein,protein
national_league,generalizations,ysportsgame,sportsgame
tools_program,generalizations,ntool,tool
titanosaurs,generalizations,yreptile,reptile
sesame_seeds_sesame_seeds,generalizations,yfruit,fruit
gallium_arsenide,generalizations,ychemical,chemical
disneyland,generalizations,ypark,park
phone_number_courtesy_listings,generalizations,ytableitem,tableitem
honey_water,generalizations,ybeverage,beverage
seven_animals,generalizations,nmammal,mammal
general_physics,generalizations,yacademicfield,academicfield
jorja_fox,generalizations,nfemale,female
jorja_fox,generalizations,ncelebrity,celebrity
organ_meats,generalizations,nagriculturalproduct,agriculturalproduct
starcraft_2,generalizations,yvideogame,videogame
cathepsin_d_preproprotein,generalizations,yprotein,protein
battlefield__bad_co__2,generalizations,ysoftware,software
quickly_resuming,generalizations,yphysicalaction,physicalaction
unhumorousness,generalizations,nemotion,emotion
right_of_way,generalizations,nhighway,highway
shenyang_international_finance_center,generalizations,ybuilding,building
draft,generalizations,nsportsgame,sportsgame
workers__credit_union,generalizations,ycreditunion,creditunion
september_15___16,generalizations,ndate,date
triangle_center,generalizations,yshoppingmall,shoppingmall
game_of_life,generalizations,yboardgame,boardgame
the_cheshire_medical_center,generalizations,yhospital,hospital
brown_bear,generalizations,ymammal,mammal
gorillas,generalizations,ymammal,mammal
jack_bruce,generalizations,ymusician,musician
mechanical_estimator,generalizations,yjobposition,jobposition
mustang_engine,generalizations,yautomobileengine,automobileengine
peak_forms,generalizations,ylandscapefeatures,landscapefeatures
freeboard_skateboarding,generalizations,yhobby,hobby
kppc,generalizations,ytelevisionstation,televisionstation
red_chested_buttonquail,generalizations,ybird,bird
alice_cooper,generalizations,ymale,male
bed_benches,generalizations,nfurniture,furniture
bumble_bees,generalizations,yanimal,animal
differential_air_pressure,generalizations,yphysicsterm,physicsterm
differential_air_pressure,generalizations,yphysicsterm,physicsterm
cincinnati_film_festival,generalizations,yfilmfestival,filmfestival
people_s_communist_party_of_kazakhstan,generalizations,ypoliticalparty,politicalparty
monstrous_wind,generalizations,yweatherphenomenon,weatherphenomenon
religious_daoism,generalizations,yreligion,religion
santa_barbara_college_of_oriental_medicine,generalizations,nsportsteam,sportsteam
claims_administrator,generalizations,yjobposition,jobposition
australia,generalizations,ycountry,country
australia,generalizations,ycountry,country
australia,generalizations,ycontinent,continent
australia,generalizations,ycontinent,continent
australia,generalizations,ycontinent,continent
australia,generalizations,yisland,island
australia,generalizations,yisland,island
morbid_obesity_surgery,generalizations,ymedicalprocedure,medicalprocedure
compliance_administrator,generalizations,yjobposition,jobposition
large_chocolate_cake,generalizations,ybakedgood,bakedgood
penguin,generalizations,ybird,bird
onion,generalizations,yvegetable,vegetable
fda_approved_prescription_drugs,generalizations,npersonalcareitem,personalcareitem
rubber_playground_balls,generalizations,ysportsequipment,sportsequipment
september_23___28,generalizations,ydate,date
flower_petals,generalizations,yplant,plant
disk__pc,generalizations,ymediatype,mediatype
disk__pc,generalizations,ymediatype,mediatype
jonathan_akande,generalizations,ydirector,director
marriott_boulder_hotel,generalizations,ybuilding,building
huawei_u120,generalizations,yproduct,product
football,generalizations,ysport,sport
mazda_ford_laser_coupe,generalizations,yvehicle,vehicle
uc_santa_barbara_events_center,generalizations,ybuilding,building
royal_brunei,generalizations,yairport,airport
taft_medical_center,generalizations,yhospital,hospital
escuela_nro__848_san_rafael,generalizations,ypersonsouthamerica,personsouthamerica
syrah_grapes,generalizations,yeverypromotedthing,everypromotedthing
carrot_juice,generalizations,ybeverage,beverage
carrot_juice,generalizations,ybeverage,beverage
armoire,generalizations,yfurniture,furniture
mitt_romney,generalizations,ymale,male
mitt_romney,generalizations,ymale,male
mitt_romney,generalizations,ypoliticianus,politicianus
mitt_romney,generalizations,ypoliticianus,politicianus
ice_blasting,generalizations,yphysicalaction,physicalaction
aps_credit_union,generalizations,ycompany,company
gentics,generalizations,yacademicfield,academicfield
cat,generalizations,yvertebrate,vertebrate
chevrolet_el_camino_series_ii,generalizations,yproduct,product
spalding_basketballs,generalizations,ysportsequipment,sportsequipment
the_black_adder,generalizations,ytelevisionshow,televisionshow
welsh_language,generalizations,ylanguage,language
miramont_estate_vineyard_and_winery,generalizations,ywinery,winery
barbara,generalizations,yperson,person
indium_arsenide,generalizations,ychemical,chemical
professional_carwashing___detailing_magazine,generalizations,ymagazine,magazine
n2009_super_bowl,generalizations,nawardtrophytournament,awardtrophytournament
uprightbass,generalizations,ymusicinstrument,musicinstrument
montana_grizzlies,generalizations,ysportsteam,sportsteam
snow_skiing_and_surfing,generalizations,yhobby,hobby
war,generalizations,ysociopolitical,sociopolitical
terrible_storm,generalizations,yweatherphenomenon,weatherphenomenon
nascar,generalizations,ysport,sport
ryan_newman,generalizations,yathlete,athlete
nascar,generalizations,ysportsleague,sportsleague
dover_downs,generalizations,ystadiumoreventvenue,stadiumoreventvenue
carl_edwards,generalizations,yathlete,athlete
phonelines,generalizations,nhouseholditem,householditem
gp_correios,generalizations,yrace,race
the_21st_century,generalizations,ytelevisionshow,televisionshow
artemis_fowl_the_eternity_code,generalizations,ybook,book
infiniti__i35,generalizations,yautomobilemodel,automobilemodel
alberta_credit_union,generalizations,ycreditunion,creditunion
freshwater_angel_fish,generalizations,yfish,fish
freshwater_angel_fish,generalizations,yfish,fish
internal_ear,generalizations,ybodypart,bodypart
obstetrician_gynecologist,generalizations,yprofession,profession
chianti_wine,generalizations,ybeverage,beverage
radiography,generalizations,ymedicalprocedure,medicalprocedure
physician__s_assistant,generalizations,yprofession,profession
soundproof_rooms,generalizations,yroom,room
robin,generalizations,ybird,bird
woodpecker,generalizations,ybird,bird
andrew_stevenson,generalizations,yperson,person
szczecinskie,generalizations,ystateorprovince,stateorprovince
grated_parmesan_cheese,generalizations,ycheese,cheese
helpdesk_coordinator,generalizations,yjobposition,jobposition
viet_nam,generalizations,ycountry,country
york_risk,generalizations,ywinery,winery
september_27___28,generalizations,ydate,date
scully_anderson,generalizations,yjournalist,journalist
chevrolet_denali,generalizations,yvehicle,vehicle
social_economics,generalizations,yacademicfield,academicfield
scrapers,generalizations,ytool,tool
kids_clothes_and_shoes_womens_discount_shoes,generalizations,yclothing,clothing
kids_clothes_and_shoes_womens_discount_shoes,generalizations,nclothing,clothing
wood_island,generalizations,yisland,island
john_neville,generalizations,ymale,male
heaters,generalizations,ybuildingfeature,buildingfeature
the_waste_land_and_other_poems,generalizations,ybook,book
bank_of_america_online_banking,generalizations,nbank,bank
salt_lake_city_international_airport,generalizations,yairport,airport
computer_control_operator,generalizations,yjobposition,jobposition
anti_stretch_mark_removal_cream,generalizations,ypersonalcareitem,personalcareitem
carnivorous_fish,generalizations,yfish,fish
raipur,generalizations,ygeopoliticallocation,geopoliticallocation
soft_evening_breeze,generalizations,yweatherphenomenon,weatherphenomenon
orange,generalizations,ngeopoliticallocation,geopoliticallocation
bread_computer,generalizations,nbakedgood,bakedgood
zinviroxime,generalizations,ydrug,drug
locoweed,generalizations,yplant,plant
computer_database_administrator,generalizations,yjobposition,jobposition
computer_database_administrator,generalizations,yjobposition,jobposition
mercedes_lgs,generalizations,yautomobilemaker,automobilemaker
chief_justice_john_roberts,generalizations,yjudge,judge
lower_south_fork_little_river,generalizations,yriver,river
salvadori_s_antwren,generalizations,ybird,bird
americanese,generalizations,nethnicgroup,ethnicgroup
third_molar_surgery,generalizations,ymedicalprocedure,medicalprocedure
panasonic_eb_x800,generalizations,yproduct,product
recipe_bon_bon_chicken,generalizations,yrecipe,recipe
civilization_2,generalizations,yvideogame,videogame
civilization_2,generalizations,yvideogame,videogame
high_quality_paper,generalizations,yofficeitem,officeitem
possible_balls,generalizations,nsportsequipment,sportsequipment
jesus_love,generalizations,npersonsouthamerica,personsouthamerica
september_10___14,generalizations,ydate,date
sofa_system,generalizations,yflooritem,flooritem
purdue_university_football_vault_magazine,generalizations,ypublication,publication
benzyl_isobutyrate,generalizations,ychemical,chemical
alabama_employment_law_letter_magazine,generalizations,ypublication,publication
anne_bancroft,generalizations,yfemale,female
gun_ammunition,generalizations,yweapon,weapon
australian_kayaking,generalizations,yhobby,hobby
united_state,generalizations,ncountry,country
mango_tree,generalizations,yplant,plant
the_wide_window,generalizations,ybook,book
colony_wars_3,generalizations,ysoftware,software
chevrolet_apache,generalizations,yvehicle,vehicle
peppermint_hot_chocolate,generalizations,ybeverage,beverage
short_sleeve_t_shirt,generalizations,yclothing,clothing
liberty_park,generalizations,ypark,park
couples,generalizations,ybook,book
sam__s_club,generalizations,ycompany,company
recipes_for_eggs,generalizations,yrecipe,recipe
non_chinese_language,generalizations,ylanguage,language
the_hostile_hospital,generalizations,ybook,book
nokia_7310c,generalizations,yproduct,product
cabernet_sauvigno,generalizations,ywine,wine
dicyclanil,generalizations,ychemical,chemical
president_g_w__bush,generalizations,ypolitician,politician
screw_worm_fly,generalizations,yinsect,insect
chocolate_walnut_cake_brownies,generalizations,ybakedgood,bakedgood
karen_simpson,generalizations,yfemale,female
phantasy_star_online_3,generalizations,ysoftware,software
iron_stuff,generalizations,ybuildingmaterial,buildingmaterial
fiber,generalizations,yfood,food
january_10___14,generalizations,ydate,date
savannah,generalizations,ycity,city
eric_clapton,generalizations,ymusician,musician
nokia_1110i_blue,generalizations,yproduct,product
ben_harper,generalizations,ymale,male
beijing_games,generalizations,ysportsevent,sportsevent
computer_network_administrator,generalizations,yjobposition,jobposition
david_kaplan,generalizations,ydirector,director
national_championship,generalizations,ysportsgame,sportsgame
adidas_sport_shoes_discounted_basketball_shoes,generalizations,yclothing,clothing
phil_collins,generalizations,ymusician,musician
january_12___14,generalizations,ydate,date
radio_interviews_of_wwii_airmen,generalizations,nbedroomitem,bedroomitem
radio_interviews_of_wwii_airmen,generalizations,nbedroomitem,bedroomitem
radio_interviews_of_wwii_airmen,generalizations,-bedroomitem,bedroomitem
radio_interviews_of_wwii_airmen,generalizations,xbedroomitem,bedroomitem
sigcaph,generalizations,yconference,conference
founder_and_coordinator,generalizations,yjobposition,jobposition
paper_goods_machine_setters_and_set_up_operators,generalizations,yprofession,profession
heavy_duty_baking_pan,generalizations,yhouseholditem,householditem
health_care_workers_union,generalizations,ytradeunion,tradeunion
oregon_pinot_noir,generalizations,ybeverage,beverage
recipe_for_popcorn_balls,generalizations,yrecipe,recipe
list_of_deadly_fungi,generalizations,nfungus,fungus
there_are_a_variety_of_different_kits_for_window,generalizations,nhallwayitem,hallwayitem
java,generalizations,yprogramminglanguage,programminglanguage
java,generalizations,yprogramminglanguage,programminglanguage
zurich,generalizations,ycity,city
photograps,generalizations,yvisualartform,visualartform
nokia_6750,generalizations,yproduct,product
web_page_creators,generalizations,yprofession,profession
hotel_eden,generalizations,yhotel,hotel
vegetable_broth,generalizations,ybeverage,beverage
choco_toad,generalizations,namphibian,amphibian
bassas_da_india,generalizations,ncountry,country
mailing_letters,generalizations,yphysicalaction,physicalaction
carl_keller_field_airport,generalizations,yairport,airport
accord,generalizations,yautomobilemodel,automobilemodel
ps2,generalizations,yvideogamesystem,videogamesystem
glass_dish,generalizations,ykitchenitem,kitchenitem
switzerland,generalizations,ycountry,country
switzerland,generalizations,ycountry,country
aargau,generalizations,ystateorprovince,stateorprovince
wool_suit,generalizations,yclothing,clothing
hyundai_hcd10_hellion,generalizations,yautomobilemodel,automobilemodel
vladim_r_ljachov,generalizations,yastronaut,astronaut
balmy_sea_breeze,generalizations,yweatherphenomenon,weatherphenomenon
eastern_pine_shoot_borer,generalizations,yinsect,insect
january_25___28,generalizations,ydate,date
street_racing,generalizations,ysport,sport
healthy_thinking,generalizations,ycognitiveactions,cognitiveactions
it_s_all_in_the_game,generalizations,ymusicsong,musicsong
gogol,generalizations,npersoneurope,personeurope
maintenance_workers,generalizations,yprofession,profession
quality_tools,generalizations,ntool,tool
web_page_source_code,generalizations,nprogramminglanguage,programminglanguage
several_publications,generalizations,nmediatype,mediatype
mulberry,generalizations,yfruit,fruit
mayoral_election,generalizations,yelection,election
u_s__presidential_election,generalizations,yelection,election
ball,generalizations,nsportsgame,sportsgame
mailing,generalizations,yphysicalaction,physicalaction
cleaning,generalizations,yphysicalaction,physicalaction
pointing,generalizations,yphysicalaction,physicalaction
running,generalizations,yphysicalaction,physicalaction
boston,generalizations,ycity,city
mercury,generalizations,yplanet,planet
acetaldehyde,generalizations,ychemical,chemical
governor_mitt_romney,generalizations,ypolitician,politician
governor_mitt_romney,generalizations,ymale,male
governor_mitt_romney,generalizations,ypersonus,personus
sacred_2,generalizations,yvideogame,videogame
bumblebee,generalizations,yinsect,insect
brooklyn_bridge,generalizations,ybridge,bridge
ak_47,generalizations,yweapon,weapon
ak_47,generalizations,yweapon,weapon
berwickshire,generalizations,ncounty,county
the_san_jose_mercury_news,generalizations,ynewspaper,newspaper
the_san_jose_mercury_news,generalizations,ynewspaper,newspaper
the_san_jose_mercury_news,generalizations,ywebsite,website
december_march,generalizations,ydate,date
taleban,generalizations,yterroristorganization,terroristorganization
paula_abdul,generalizations,ycelebrity,celebrity
granache,generalizations,ywine,wine
blackjack,generalizations,ycardgame,cardgame
apple_streusel_muffins,generalizations,ybakedgood,bakedgood
giant_hummingbirds,generalizations,yvertebrate,vertebrate
mazda_618,generalizations,yautomobilemodel,automobilemodel
supreme_court,generalizations,ygovernmentorganization,governmentorganization
swiss_federal_institute_of_technology,generalizations,yuniversity,university
apples_recipes,generalizations,yrecipe,recipe
computer_science,generalizations,yacademicfield,academicfield
computer_science,generalizations,yacademicfield,academicfield
computer_science,generalizations,yacademicfield,academicfield
japanese_white_birch_woolly_aphid,generalizations,yinvertebrate,invertebrate
glial_cells,generalizations,ycelltype,celltype
zagreb,generalizations,ycity,city
snow,generalizations,yweatherphenomenon,weatherphenomenon
oxygen,generalizations,ychemical,chemical
oxygen,generalizations,ndrug,drug
shark,generalizations,yfish,fish
gardening,generalizations,yhobby,hobby
procurement_coordinator,generalizations,yprofession,profession
american_history,generalizations,yacademicfield,academicfield
ecology,generalizations,yacademicfield,academicfield
the_ascent_of_man,generalizations,ytelevisionshow,televisionshow
frank_walter_steinmeier,generalizations,yperson,person
social_democratic_party_or_spd,generalizations,ypoliticalparty,politicalparty
john_russell,generalizations,ymale,male
legend_of_mana,generalizations,yvideogame,videogame
everest,generalizations,ymountain,mountain
new_york,generalizations,ystateorprovince,stateorprovince
asturias,generalizations,ystateorprovince,stateorprovince
asturias_airport,generalizations,yairport,airport
harddrive,generalizations,ymediatype,mediatype
georges_lemaitre,generalizations,yscientist,scientist
canada,generalizations,ycountry,country
b_b__king,generalizations,ymusician,musician
porsche_cayman,generalizations,yautomobilemodel,automobilemodel
election_of_1900,generalizations,yelection,election
jack,generalizations,yperson,person
martin_luther_king_jr__,generalizations,yperson,person
memphis,generalizations,ycity,city
barak_obama,generalizations,ypolitician,politician
barak_obama,generalizations,ymale,male
barak_obama,generalizations,ypersonus,personus
tourism_issues_notre_dame_cathedral,generalizations,yplaceofworship,placeofworship
alfalfa,generalizations,yagriculturalproduct,agriculturalproduct
alfalfa,generalizations,ygrain,grain
cells,generalizations,ycelltype,celltype
proteins,generalizations,yprotein,protein
computer_and_information_sciences,generalizations,yacademicfield,academicfield
n1950___1957,generalizations,nyear,year
april,generalizations,ymonth,month
corner_cabinet,generalizations,yfurniture,furniture
finance_economics,generalizations,yacademicfield,academicfield
emmy_rossum,generalizations,yactor,actor
tender_beef,generalizations,ymeat,meat
portuguese_coffee_buttercake,generalizations,ybakedgood,bakedgood
swiss_franc,generalizations,ycurrency,currency
swiss_franc,generalizations,ycurrency,currency
paintball,generalizations,ysport,sport
paintball,generalizations,yhobby,hobby
columbia_college,generalizations,yschool,school
george_foreman,generalizations,yathlete,athlete
george_foreman,generalizations,yathlete,athlete
george_foreman,generalizations,yathlete,athlete
george_foreman,generalizations,yathlete,athlete
chevrolet___tahoe,generalizations,yautomobilemodel,automobilemodel
adaptive_broadband_corp,generalizations,nbiotechcompany,biotechcompany
dublin_underground_film_festival,generalizations,yfilmfestival,filmfestival
dublin_underground_film_festival,generalizations,yfilmfestival,filmfestival
beer,generalizations,yagriculturalproduct,agriculturalproduct
beer,generalizations,ybeverage,beverage
beer,generalizations,ybeverage,beverage
bread,generalizations,ybakedgood,bakedgood
yawning,generalizations,ynondiseasecondition,nondiseasecondition
knowledge_base,generalizations,ytool,tool
president,generalizations,yjobposition,jobposition
president,generalizations,ypoliticaloffice,politicaloffice
tour_de_georgia,generalizations,yrace,race
triathlon,generalizations,yhobby,hobby
triathlon,generalizations,ysport,sport
triathlons,generalizations,yhobby,hobby
triathlons,generalizations,ysport,sport
empire_strikes_back,generalizations,ymovie,movie
feeds,generalizations,nnut,nut
amarincorp,generalizations,ybiotechcompany,biotechcompany
hell__a_cyberpunk_thriller_take_2,generalizations,yvideogame,videogame
star_wars,generalizations,ymovie,movie
lucy_in_the_sky_with_diamonds,generalizations,ymusicsong,musicsong
rightousness,generalizations,ycharactertrait,charactertrait
mercedes_500sl,generalizations,yautomobilemodel,automobilemodel
bugle,generalizations,ymusicinstrument,musicinstrument
n1917___1919,generalizations,nyear,year
www_nationalcreditfixers_com,generalizations,nmlconference,mlconference
cat,generalizations,nagriculturalproduct,agriculturalproduct
n2000_sydney_olympics,generalizations,yolympics,olympics
the_daly_show,generalizations,ytelevisionshow,televisionshow
hizbllah,generalizations,yterroristorganization,terroristorganization
mendocino,generalizations,ycity,city
crab_dip_recipe,generalizations,yrecipe,recipe
banduria,generalizations,ymusicinstrument,musicinstrument
overimpressionableness,generalizations,ycharactertrait,charactertrait
cancer,generalizations,ydisease,disease
classic_cupcake,generalizations,ybakedgood,bakedgood
germany,generalizations,ycountry,country
paprika,generalizations,yagriculturalproduct,agriculturalproduct
alarming,generalizations,nmonarch,monarch
prophet_mohamed,generalizations,npersonsouthamerica,personsouthamerica
battleship,generalizations,yboardgame,boardgame
computer_electronics,generalizations,yacademicfield,academicfield
john_la_farge,generalizations,ypersoneurope,personeurope
trim_island,generalizations,yisland,island
beccaria_police_department,generalizations,ygovernmentorganization,governmentorganization
sodium_carboxy_methylcellulose,generalizations,ychemical,chemical
indian_rupee,generalizations,ycurrency,currency
movie_actors,generalizations,yactor,actor
n2001_british_grand_prix,generalizations,ygrandprix,grandprix
chess_books,generalizations,nboardgame,boardgame
presidential_elections,generalizations,yelection,election
php,generalizations,yprogramminglanguage,programminglanguage
lexus_engines,generalizations,yautomobileengine,automobileengine
apache_http_server,generalizations,ysoftware,software
sewing,generalizations,yphysicalaction,physicalaction
flat_plate_comprising_a_bonding,generalizations,nphysicalaction,physicalaction
york,generalizations,ycity,city
unreproductiveness,generalizations,nemotion,emotion
maize,generalizations,yagriculturalproduct,agriculturalproduct
scala,generalizations,yprogramminglanguage,programminglanguage
ally_mcbeal,generalizations,ytelevisionshow,televisionshow
giutar,generalizations,nmusicinstrument,musicinstrument
uk__netherlands,generalizations,ncountry,country
picnic_games,generalizations,nsportsevent,sportsevent
james_russell,generalizations,ypoliticianus,politicianus
red_bellied_lemur,generalizations,yanimal,animal
brasil,generalizations,ycountry,country
catholicus,generalizations,yplant,plant
world_dine_college,generalizations,yuniversity,university
severe_negative_impact,generalizations,yeventoutcome,eventoutcome
door_knob_set_fit_any_door,generalizations,ybuildingfeature,buildingfeature
hollywood_wax_museum,generalizations,ymuseum,museum
jose_masegosa,generalizations,ymale,male
paris_international_underground_film_festival,generalizations,yfilmfestival,filmfestival
john_leigh,generalizations,yactor,actor
stink_bugs_and_shield_bugs,generalizations,ninsect,insect
zep,generalizations,nmusicartist,musicartist
n1950_st__louis_cardinals_season,generalizations,nsportsgame,sportsgame
dogmatism,generalizations,nvisualartmovement,visualartmovement
post_colonialism,generalizations,nvisualartmovement,visualartmovement
varley_s_green,generalizations,ycolor,color
black_widow_spiders,generalizations,yarachnid,arachnid
gibson_electric_guitar,generalizations,ymusicinstrument,musicinstrument
jerome_david_selby_reddick,generalizations,nchef,chef
jerome_david_selby_reddick,generalizations,-chef,chef
jerome_david_selby_reddick,generalizations,xchef,chef
krhv,generalizations,yradiostation,radiostation
willis_otanez,generalizations,ncoach,coach
willis_otanez,generalizations,-coach,coach
willis_otanez,generalizations,xcoach,coach
agujitas_river,generalizations,yriver,river
gmc_sierra_3500_hd,generalizations,yvehicle,vehicle
caproamphoglycinate,generalizations,ychemical,chemical
progressive_conservative_party,generalizations,ypoliticalparty,politicalparty
dipping_sauce,generalizations,nfungus,fungus
luxembourg_findel_airport,generalizations,yairport,airport
product_packaging,generalizations,nphysicalaction,physicalaction
quality_futon,generalizations,ncharactertrait,charactertrait
quality_futon,generalizations,-charactertrait,charactertrait
quality_futon,generalizations,xcharactertrait,charactertrait
musee_national_du_chateau_de_compiegne,generalizations,yattraction,attraction
the_lincoln_sentinel,generalizations,ypublication,publication
vertebral_body,generalizations,ybone,bone
pectoralis_major_pars_clavicularis,generalizations,ymuscle,muscle
the_conway_log_cabin_democrat,generalizations,nblog,blog
the_conway_log_cabin_democrat,generalizations,-blog,blog
the_conway_log_cabin_democrat,generalizations,xblog,blog
charming_room,generalizations,yroom,room
floor_access_doors,generalizations,ybuildingfeature,buildingfeature
three_rivers_municipal_dr__haines_airport,generalizations,nairport,airport
www_porntube_com,generalizations,nmlconference,mlconference
www_porntube_com,generalizations,-mlconference,mlconference
www_porntube_com,generalizations,xmlconference,mlconference
sanjak_democratic_party,generalizations,ypoliticalparty,politicalparty
polyomavirus,generalizations,nvisualartmovement,visualartmovement
polyomavirus,generalizations,-visualartmovement,visualartmovement
polyomavirus,generalizations,xvisualartmovement,visualartmovement
play_northern_winds,generalizations,nweatherphenomenon,weatherphenomenon
play_northern_winds,generalizations,-weatherphenomenon,weatherphenomenon
play_northern_winds,generalizations,xweatherphenomenon,weatherphenomenon
oslo_sandefjord_torp_airport,generalizations,yairport,airport
basic_tomato_and_basil_sauce,generalizations,ycondiment,condiment
grocery_store,generalizations,nfarm,farm
grocery_store,generalizations,-farm,farm
grocery_store,generalizations,xfarm,farm
november_12_14,generalizations,ydate,date
game_and,generalizations,nboardgame,boardgame
game_and,generalizations,-boardgame,boardgame
game_and,generalizations,xboardgame,boardgame
radio_technician,generalizations,nbedroomitem,bedroomitem
radio_technician,generalizations,-bedroomitem,bedroomitem
radio_technician,generalizations,xbedroomitem,bedroomitem
how_to_cook_pumpkin_seeds,generalizations,nfruit,fruit
how_to_cook_pumpkin_seeds,generalizations,-fruit,fruit
how_to_cook_pumpkin_seeds,generalizations,xfruit,fruit
diabetes,generalizations,ydisease,disease
democratic_party_of_armenia,generalizations,ypoliticalparty,politicalparty
business_travel_assistant,generalizations,yjobposition,jobposition
coffee_table_clock,generalizations,nwallitem,wallitem
coffee_table_clock,generalizations,-wallitem,wallitem
coffee_table_clock,generalizations,xwallitem,wallitem
nokia_5210e,generalizations,yproduct,product
verizon,generalizations,nbiotechcompany,biotechcompany
verizon,generalizations,-biotechcompany,biotechcompany
verizon,generalizations,xbiotechcompany,biotechcompany
gaza_land,generalizations,nterroristorganization,terroristorganization
gaza_land,generalizations,-terroristorganization,terroristorganization
gaza_land,generalizations,xterroristorganization,terroristorganization
the_big_bang_theory,generalizations,ytelevisionshow,televisionshow
friends,generalizations,ytelevisionshow,televisionshow
richard_m__stallman,generalizations,npersonafrica,personafrica
richard_m__stallman,generalizations,-personafrica,personafrica
richard_m__stallman,generalizations,xpersonafrica,personafrica
islamic_calendar,generalizations,nterroristorganization,terroristorganization
islamic_calendar,generalizations,-terroristorganization,terroristorganization
islamic_calendar,generalizations,xterroristorganization,terroristorganization
islam,generalizations,yreligion,religion
islam,generalizations,yreligion,religion
the_scooby_doo_show,generalizations,ytelevisionshow,televisionshow
fishers,generalizations,ncity,city
